Wikidata_URI15	id	Company	Industry	Country	rating	Sales	Profits	Assets	Rank	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q5453752	1138	First Republic Bank	Regional Banks	United States	5.0	1.5	0.4	34.4	1336	http://dbpedia.org/resource/First_Republic_Bank	low	http://dbpedia.org/resource/First_Republic_Bank	http://yago-knowledge.org/resource/First_Republic_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTJOJZXIX2SMVYHKYTMNFRV6QTBNZVQ====
http://www.wikidata.org/entity/Q299273	1139	Shimizu	Construction Services	Japan	2.6	16.1	0.0	17.0	1338	http://dbpedia.org/resource/Shimizu	low	http://dbpedia.org/resource/Shimizu		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3INFWWS6TV
http://www.wikidata.org/entity/Q18545	1140	Ball	Containers & Packaging	United States	6.9	8.7	0.4	7.5	1339	http://dbpedia.org/resource/Ball	low	http://dbpedia.org/resource/Ball		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNRWA====
	1141	Zions Bancorp	Regional Banks	United States	4.7	2.5	0.3	55.5	1340	http://dbpedia.org/resource/Zions_Bancorp	low	http://dbpedia.org/resource/Zions_Bancorporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WTJN5XHGX2CMFXGG33SOBXXEYLUNFXW4===
http://www.wikidata.org/entity/Q902769	1142	Umicore	Diversified Metals & Mining	Belgium	5.9	16.6	0.3	4.7	1341	http://dbpedia.org/resource/Umicore	low	http://dbpedia.org/resource/Umicore	http://yago-knowledge.org/resource/Umicore	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLNNFRW64TF
	1143	Wuhan Iron & Steel	Iron & Steel	China	4.5	16.1	0.2	15.5	1342	http://dbpedia.org/resource/Wuhan_Iron_&_Steel	low	http://dbpedia.org/resource/Wuhan_Iron_and_Steel		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3VNBQW4X2JOJXW4X3BNZSF6U3UMVSWY===
	1144	US Steel	Iron & Steel	United States	2.9	19.3	-0.1	15.2	1343	http://dbpedia.org/resource/US_Steel	low	http://dbpedia.org/resource/U.S._Steel		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VJOKMXF6U3UMVSWY===
http://www.wikidata.org/entity/Q83584	1145	Odakyu Electric Railway	Railroads	Japan	8.8	6.1	0.2	15.9	1343	http://dbpedia.org/resource/Odakyu_Electric_Railway	low	http://dbpedia.org/resource/Odakyu_Electric_Railway	http://yago-knowledge.org/resource/Odakyu_Electric_Railway	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3EMFVXS5K7IVWGKY3UOJUWGX2SMFUWY53BPE======
http://www.wikidata.org/entity/Q757689	1146	Atos	Computer Services	France	6.4	11.7	0.3	9.3	1346	http://dbpedia.org/resource/Atos	low	http://dbpedia.org/resource/Atos	http://yago-knowledge.org/resource/Atos	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUN5ZQ====
	1147	Eurasian Natural Resources	Diversified Metals & Mining	United Kingdom	6.8	6.3	-0.8	20.2	1350	http://dbpedia.org/resource/Eurasian_Natural_Resources	low	http://dbpedia.org/resource/Eurasian_Natural_Resources_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLVOJQXG2LBNZPU4YLUOVZGC3C7KJSXG33VOJRWK427INXXE4DPOJQXI2LPNY======
http://www.wikidata.org/entity/Q319039	1148	Abengoa	Construction Services	Spain	1.5	10.3	0.2	25.5	1351	http://dbpedia.org/resource/Abengoa	low	http://dbpedia.org/resource/Abengoa	http://yago-knowledge.org/resource/Abengoa	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLCMVXGO33B
	1149	DSME	Heavy Equipment	South Korea	5.0	12.5	0.2	15.2	1352	http://dbpedia.org/resource/DSME	low	http://dbpedia.org/resource/Daewoo_Shipbuilding_&_Marine_Engineering		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBMV3W6327KNUGS4DCOVUWYZDJNZTV6JS7JVQXE2LOMVPUK3THNFXGKZLSNFXGO===
http://www.wikidata.org/entity/Q509544	1150	Givaudan	Specialized Chemicals	Switzerland	11.9	4.6	0.4	6.9	1353	http://dbpedia.org/resource/Givaudan	medium	http://dbpedia.org/resource/Givaudan	http://yago-knowledge.org/resource/Givaudan	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3JOZQXKZDBNY======
http://www.wikidata.org/entity/Q1630559	1151	Host Hotels & Resorts	Real Estate	United States	12.9	5.3	0.1	13.0	1355	http://dbpedia.org/resource/Host_Hotels_&_Resorts	medium	http://dbpedia.org/resource/Host_Hotels_&_Resorts	http://yago-knowledge.org/resource/Host_Hotels_&_Resorts	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPON2F6SDPORSWY427EZPVEZLTN5ZHI4Y=
http://www.wikidata.org/entity/Q5023914	1152	Calpine	Electric Utilities	United States	9.2	5.5	0.2	16.5	1357	http://dbpedia.org/resource/Calpine	low	http://dbpedia.org/resource/Calpine	http://yago-knowledge.org/resource/Calpine	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRYGS3TF
http://www.wikidata.org/entity/Q905086	1153	Henry Schein	Medical Equipment & Supplies	United States	7.9	8.9	0.3	5.3	1358	http://dbpedia.org/resource/Henry_Schein	low	http://dbpedia.org/resource/Henry_Schein	http://yago-knowledge.org/resource/Henry_Schein	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDFNZZHSX2TMNUGK2LO
http://www.wikidata.org/entity/Q742196	1154	Darden Restaurants	Restaurants	United States	6.4	8.3	0.4	7.0	1359	http://dbpedia.org/resource/Darden_Restaurants	low	http://dbpedia.org/resource/Darden_Restaurants	http://yago-knowledge.org/resource/Darden_Restaurants	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBOJSGK3S7KJSXG5DBOVZGC3TUOM======
http://www.wikidata.org/entity/Q339142	1155	Acciona	Construction Services	Spain	3.6	9.3	0.2	24.9	1360	http://dbpedia.org/resource/Acciona	low	http://dbpedia.org/resource/Acciona	http://yago-knowledge.org/resource/Acciona	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLDMNUW63TB
http://www.wikidata.org/entity/Q946080	1156	Paychex	Business & Personal Services	United States	12.4	2.3	0.6	7.5	1361	http://dbpedia.org/resource/Paychex	medium	http://dbpedia.org/resource/Paychex	http://yago-knowledge.org/resource/Paychex	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDBPFRWQZLY
http://www.wikidata.org/entity/Q777141	1157	Mitsui Chemicals	Specialized Chemicals	Japan	2.3	17.6	0.0	15.2	1361	http://dbpedia.org/resource/Mitsui_Chemicals	low	http://dbpedia.org/resource/Mitsui_Chemicals	http://yago-knowledge.org/resource/Mitsui_Chemicals	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJORZXK2K7INUGK3LJMNQWY4Y=
	1158	Supervalu	Food Retail	United States	0.9	34.8	-0.5	11.9	1364	http://dbpedia.org/resource/Supervalu	low	http://dbpedia.org/resource/SuperValu		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3VOBSXEVTBNR2Q====
http://www.wikidata.org/entity/Q461210	1159	Rockwell Collins	Aerospace & Defense	United States	8.7	4.7	0.6	5.3	1367	http://dbpedia.org/resource/Rockwell_Collins	low	http://dbpedia.org/resource/Rockwell_Collins	http://yago-knowledge.org/resource/Rockwell_Collins	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPMNVXOZLMNRPUG33MNRUW44Y=
http://www.wikidata.org/entity/Q681316	1160	Strabag	Construction Services	Austria	2.4	17.8	0.3	13.3	1369	http://dbpedia.org/resource/Strabag	low	http://dbpedia.org/resource/Strabag	http://yago-knowledge.org/resource/Strabag	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UOJQWEYLH
http://www.wikidata.org/entity/Q7298901	1161	Raymond James Financial	Investment Services	United States	6.7	4.2	0.3	22.3	1370	http://dbpedia.org/resource/Raymond_James_Financial	low	http://dbpedia.org/resource/Raymond_James_Financial	http://yago-knowledge.org/resource/Raymond_James_Financial	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBPFWW63TEL5FGC3LFONPUM2LOMFXGG2LBNQ======
http://www.wikidata.org/entity/Q213147	1162	Korean Air	Airline	South Korea	2.6	11.3	0.2	21.6	1373	http://dbpedia.org/resource/Korean_Air	low	http://dbpedia.org/resource/Korean_Air	http://yago-knowledge.org/resource/Korean_Air	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3POJSWC3S7IFUXE===
http://www.wikidata.org/entity/Q402103	1163	UCB	Pharmaceuticals	Belgium	11.7	4.0	0.3	11.7	1375	http://dbpedia.org/resource/UCB	medium	http://dbpedia.org/resource/UCB		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VKDII======
http://www.wikidata.org/entity/Q2998661	1164	Samsung Engineering	Construction Services	South Korea	4.7	10.8	0.5	5.3	1376	http://dbpedia.org/resource/Samsung_Engineering	low	http://dbpedia.org/resource/Samsung_Engineering	http://yago-knowledge.org/resource/Samsung_Engineering	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNVZXK3THL5CW4Z3JNZSWK4TJNZTQ====
http://www.wikidata.org/entity/Q1553005	1165	Gudang Garam	Tobacco	Indonesia	9.8	5.2	0.4	4.3	1378	http://dbpedia.org/resource/Gudang_Garam	low	http://dbpedia.org/resource/Gudang_Garam	http://yago-knowledge.org/resource/Gudang_Garam	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3VMRQW4Z27I5QXEYLN
http://www.wikidata.org/entity/Q300120	1166	AU Optronics	Electronics	Taiwan	3.8	13.0	-1.9	18.2	1379	http://dbpedia.org/resource/AU_Optronics	low	http://dbpedia.org/resource/AU_Optronics	http://yago-knowledge.org/resource/AU_Optronics	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QKVL5HXA5DSN5XGSY3T
http://www.wikidata.org/entity/Q764775	1167	Olympus	Consumer Electronics	Japan	6.8	10.2	-0.6	11.6	1380	http://dbpedia.org/resource/Olympus	low	http://dbpedia.org/resource/Olympus		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3MPFWXA5LT
http://www.wikidata.org/entity/Q5434558	1168	Far Eastern New Century	Diversified Chemicals	Taiwan	5.4	7.8	0.4	10.9	1383	http://dbpedia.org/resource/Far_Eastern_New_Century	low	http://dbpedia.org/resource/Far_Eastern_New_Century	http://yago-knowledge.org/resource/Far_Eastern_New_Century	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBOJPUKYLTORSXE3S7JZSXOX2DMVXHI5LSPE======
	1169	JGC	Construction Services	Japan	6.7	6.7	0.5	6.3	1386	http://dbpedia.org/resource/JGC	low	http://dbpedia.org/resource/JGC_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SSHINPUG33SOBXXEYLUNFXW4===
	1170	China Taiping Insurance	Diversified Insurance	Hong Kong-China	3.1	8.1	0.1	31.3	1387	http://dbpedia.org/resource/China_Taiping_Insurance	low	http://dbpedia.org/resource/China_Taiping		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2UMFUXA2LOM4======
http://www.wikidata.org/entity/Q446895	1171	GEA Group	Conglomerates	Germany	6.6	7.4	0.4	8.5	1388	http://dbpedia.org/resource/GEA_Group	low	http://dbpedia.org/resource/GEA_Group	http://yago-knowledge.org/resource/GEA_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R2FIFPUO4TPOVYA====
http://www.wikidata.org/entity/Q784804	1172	AutoNation	Specialty Stores	United States	5.4	15.7	0.3	6.6	1390	http://dbpedia.org/resource/AutoNation	low	http://dbpedia.org/resource/AutoNation	http://yago-knowledge.org/resource/AutoNation	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLVORXU4YLUNFXW4===
http://www.wikidata.org/entity/Q2171646	1173	Jabil Circuit	Electronics	United States	3.9	17.6	0.4	8.2	1392	http://dbpedia.org/resource/Jabil_Circuit	low	http://dbpedia.org/resource/Jabil_Circuit	http://yago-knowledge.org/resource/Jabil_Circuit	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STBMJUWYX2DNFZGG5LJOQ======
http://www.wikidata.org/entity/Q16768086	1174	Caesars Entertainment	Casinos & Gaming	United States	2.1	8.6	-1.5	28.0	1393	http://dbpedia.org/resource/Caesars_Entertainment	low	http://dbpedia.org/resource/Caesars_Entertainment		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BMVZWC4TTL5CW45DFOJ2GC2LONVSW45A=
http://www.wikidata.org/entity/Q1747133	1175	Silver Wheaton	Diversified Metals & Mining	Canada	10.8	0.8	0.6	3.2	1394	http://dbpedia.org/resource/Silver_Wheaton	medium	http://dbpedia.org/resource/Silver_Wheaton	http://yago-knowledge.org/resource/Silver_Wheaton	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JNR3GK4S7K5UGKYLUN5XA====
	1176	Scana	Electric Utilities	United States	6.6	4.2	0.4	14.6	1395	http://dbpedia.org/resource/Scana	low	http://dbpedia.org/resource/SCANA		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U2DIFHEC===
http://www.wikidata.org/entity/Q686030	1177	Alfa Laval	Other Industrial Equipment	Sweden	9.9	4.6	0.5	5.1	1395	http://dbpedia.org/resource/Alfa_Laval	low	http://dbpedia.org/resource/Alfa_Laval	http://yago-knowledge.org/resource/Alfa_Laval	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMZQV6TDBOZQWY===
http://www.wikidata.org/entity/Q190403	1178	Catamaran	Healthcare Services	United States	10.7	9.9	0.1	7.4	1397	http://dbpedia.org/resource/Catamaran	medium	http://dbpedia.org/resource/Catamaran		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BORQW2YLSMFXA====
http://www.wikidata.org/entity/Q438294	1179	Altera	Semiconductors	United States	11.2	1.8	0.6	4.7	1398	http://dbpedia.org/resource/Altera	medium	http://dbpedia.org/resource/Altera	http://yago-knowledge.org/resource/Altera	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMORSXEYI=
http://www.wikidata.org/entity/Q279978	1180	A2A	Electric Utilities	Italy	1.9	8.1	0.3	15.8	1399	http://dbpedia.org/resource/A2A	low	http://dbpedia.org/resource/A2A		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QJSIE======
http://www.wikidata.org/entity/Q6349602	1181	TAQA	Electric Utilities	United Arab Emirates	2.2	7.5	0.2	33.3	1401	http://dbpedia.org/resource/TAQA	low	http://dbpedia.org/resource/TAQA	http://yago-knowledge.org/resource/TAQA	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VCBKFAQ====
http://www.wikidata.org/entity/Q423745	1182	SAIC	Aerospace & Defense	United States	4.3	11.2	0.5	5.9	1403	http://dbpedia.org/resource/SAIC	low	http://dbpedia.org/resource/SAIC		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U2BJFBQ====
http://www.wikidata.org/entity/Q3461686	1183	Taishin Financial Holdings	Investment Services	Taiwan	2.8	2.4	0.3	86.2	1403	http://dbpedia.org/resource/Taishin_Financial_Holdings	low	http://dbpedia.org/resource/Taishin_Financial_Holdings	http://yago-knowledge.org/resource/Taishin_Financial_Holdings	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBNFZWQ2LOL5DGS3TBNZRWSYLML5EG63DENFXGO4Y=
http://www.wikidata.org/entity/Q1785549	1184	Peabody Energy	Diversified Metals & Mining	United States	5.9	8.1	-0.6	15.8	1406	http://dbpedia.org/resource/Peabody_Energy	low	http://dbpedia.org/resource/Peabody_Energy	http://yago-knowledge.org/resource/Peabody_Energy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDFMFRG6ZDZL5CW4ZLSM54Q====
http://www.wikidata.org/entity/Q5943259	1185	Taiwan Mobile	Telecommunications services	Taiwan	12.0	3.4	0.5	3.2	1406	http://dbpedia.org/resource/Taiwan_Mobile	medium	http://dbpedia.org/resource/Taiwan_Mobile	http://yago-knowledge.org/resource/Taiwan_Mobile	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBNF3WC3S7JVXWE2LMMU======
http://www.wikidata.org/entity/Q3067119	1186	Fastenal	Home Improvement Retail	United States	15.1	3.1	0.4	1.8	1408	http://dbpedia.org/resource/Fastenal	medium	http://dbpedia.org/resource/Fastenal	http://yago-knowledge.org/resource/Fastenal	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTBON2GK3TBNQ======
http://www.wikidata.org/entity/Q284672	1187	Bilfinger	Construction Services	Germany	4.9	11.2	0.4	8.8	1410	http://dbpedia.org/resource/Bilfinger	low	http://dbpedia.org/resource/Bilfinger		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTJNRTGS3THMVZA====
http://www.wikidata.org/entity/Q2298492	1188	Vallourec	Other Industrial Equipment	France	6.6	7.0	0.3	11.9	1411	http://dbpedia.org/resource/Vallourec	low	http://dbpedia.org/resource/Vallourec	http://yago-knowledge.org/resource/Vallourec	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTBNRWG65LSMVRQ====
http://www.wikidata.org/entity/Q1781087	1189	Rexam	Containers & Packaging	United Kingdom	6.3	7.0	0.3	9.9	1414	http://dbpedia.org/resource/Rexam	low	http://dbpedia.org/resource/Rexam	http://yago-knowledge.org/resource/Rexam	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFPBQW2===
http://www.wikidata.org/entity/Q290678	1190	ADT	Security Systems	United States	11.5	3.2	0.4	9.5	1415	http://dbpedia.org/resource/ADT	medium	http://dbpedia.org/resource/ADT		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QKEKQ======
http://www.wikidata.org/entity/Q10910065	1191	Bajaj Auto	Recreational Products	India	9.9	3.7	0.6	2.2	1416	http://dbpedia.org/resource/Bajaj_Auto	low	http://dbpedia.org/resource/Bajaj_Auto	http://yago-knowledge.org/resource/Bajaj_Auto	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNJQWUX2BOV2G6===
http://www.wikidata.org/entity/Q16932392	1192	Roper Industries	Other Industrial Equipment	United States	12.3	3.0	0.5	7.1	1417	http://dbpedia.org/resource/Roper_Industries	medium	http://dbpedia.org/resource/Roper_Industries	http://yago-knowledge.org/resource/Roper_Industries	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPOBSXEX2JNZSHK43UOJUWK4Y=
http://www.wikidata.org/entity/Q5099780	1193	China Merchants Holdings	Other Transportation	Hong Kong-China	8.6	1.4	0.5	10.0	1419	http://dbpedia.org/resource/China_Merchants_Holdings	low	http://dbpedia.org/resource/China_Merchants_Holdings		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2NMVZGG2DBNZ2HGX2IN5WGI2LOM5ZQ====
	1194	Rock-Tenn	Containers & Packaging	United States	6.5	9.2	0.3	10.5	1420	http://dbpedia.org/resource/Rock-Tenn	low	http://dbpedia.org/resource/RockTenn	http://yago-knowledge.org/resource/Rock-Tenn	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPMNVVIZLONY======
http://www.wikidata.org/entity/Q624649	1195	KLA-Tencor	Semiconductors	United States	8.7	3.1	0.7	5.1	1420	http://dbpedia.org/resource/KLA-Tencor	low	http://dbpedia.org/resource/KLA-Tencor		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S2MIEWVIZLOMNXXE===
http://www.wikidata.org/entity/Q1055390	1196	Cerner	Healthcare Services	United States	16.0	2.7	0.4	3.7	1423	http://dbpedia.org/resource/Cerner	medium	http://dbpedia.org/resource/Cerner	http://yago-knowledge.org/resource/Cerner	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3FOJXGK4Q=
http://www.wikidata.org/entity/Q305393	1197	First Pacific	Investment Services	Hong Kong-China	5.3	6.0	0.3	13.9	1424	http://dbpedia.org/resource/First_Pacific	low	http://dbpedia.org/resource/First_Pacific	http://yago-knowledge.org/resource/First_Pacific	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTJOJZXIX2QMFRWSZTJMM======
http://www.wikidata.org/entity/Q7449209	1198	Semen Indonesia	Construction Materials	Indonesia	11.2	2.1	0.5	2.8	1425	http://dbpedia.org/resource/Semen_Indonesia	medium	http://dbpedia.org/resource/Semen_Indonesia		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3FNVSW4X2JNZSG63TFONUWC===
http://www.wikidata.org/entity/Q48349	1199	Empire	Food Retail	Canada	4.2	17.4	0.4	7.0	1425	http://dbpedia.org/resource/Empire	low	http://dbpedia.org/resource/Empire		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLNOBUXEZI=
	1200	Oriental Land	Hotels & Motels	Japan	13.3	4.4	0.4	7.5	1425	http://dbpedia.org/resource/Oriental_Land	medium	http://dbpedia.org/resource/The_Oriental_Land_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPU64TJMVXHIYLML5GGC3TEL5BW63LQMFXHS===
http://www.wikidata.org/entity/Q1321914	1201	Tobu Railway	Railroads	Japan	6.2	6.6	0.2	17.6	1425	http://dbpedia.org/resource/Tobu_Railway	low	http://dbpedia.org/resource/Tobu_Railway	http://yago-knowledge.org/resource/Tobu_Railway	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPMJ2V6UTBNFWHOYLZ
	1202	Exxaro Resources	Diversified Metals & Mining	South Africa	6.4	1.5	1.2	4.9	1429	http://dbpedia.org/resource/Exxaro_Resources	low	http://dbpedia.org/resource/Exxaro		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLYPBQXE3Y=
	1203	Rural Electrification	Investment Services	India	4.1	2.1	0.6	21.7	1429	http://dbpedia.org/resource/Rural_Electrification	low	http://dbpedia.org/resource/Rural_electrification		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTVOJQWYX3FNRSWG5DSNFTGSY3BORUW63Q=
http://www.wikidata.org/entity/Q407394	1204	BYD	Auto & Truck Manufacturers	China	8.3	7.4	0.0	11.0	1431	http://dbpedia.org/resource/BYD	low	http://dbpedia.org/resource/BYD		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QSZIQ======
	1205	Alliance Data Systems	Business & Personal Services	United States	7.9	3.6	0.4	12.0	1434	http://dbpedia.org/resource/Alliance_Data_Systems	low	http://dbpedia.org/resource/Alliance_Data		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMNRUWC3TDMVPUIYLUME======
http://www.wikidata.org/entity/Q1534597	1206	Gold Fields	Diversified Metals & Mining	South Africa	5.9	3.4	0.7	11.2	1435	http://dbpedia.org/resource/Gold_Fields	low	http://dbpedia.org/resource/Gold_Fields	http://yago-knowledge.org/resource/Gold_Fields	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PNRSF6RTJMVWGI4Y=
	1207	Angang Steel	Iron & Steel	China	4.1	12.3	-0.7	16.2	1436	http://dbpedia.org/resource/Angang_Steel	low	http://dbpedia.org/resource/Angang_Steel_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLOM5QW4Z27KN2GKZLML5BW63LQMFXHS===
http://www.wikidata.org/entity/Q2119898	1208	Denbury Resources	Oil & Gas Operations	United States	7.0	2.5	0.5	11.1	1436	http://dbpedia.org/resource/Denbury_Resources	low	http://dbpedia.org/resource/Denbury_Resources		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNZRHK4TZL5JGK43POVZGGZLT
http://www.wikidata.org/entity/Q4046987	1209	Pioneer Natural Resources	Oil & Gas Operations	United States	17.3	3.2	0.2	13.1	1438	http://dbpedia.org/resource/Pioneer_Natural_Resources	medium	http://dbpedia.org/resource/Pioneer_Natural_Resources		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDJN5XGKZLSL5HGC5DVOJQWYX2SMVZW65LSMNSXG===
http://www.wikidata.org/entity/Q13683	1210	NYSE Euronext	Investment Services	United States	9.2	3.7	0.3	12.6	1440	http://dbpedia.org/resource/NYSE_Euronext	low	http://dbpedia.org/resource/NYSE_Euronext	http://yago-knowledge.org/resource/NYSE_Euronext	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TSZKNCV6RLVOJXW4ZLYOQ======
http://www.wikidata.org/entity/Q369496	1211	Celesio	Healthcare Services	Germany	3.2	28.6	-0.2	10.5	1441	http://dbpedia.org/resource/Celesio	low	http://dbpedia.org/resource/Celesio	http://yago-knowledge.org/resource/Celesio	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3FNRSXG2LP
	1212	KT&G	Tobacco	South Korea	8.4	3.7	0.7	6.3	1442	http://dbpedia.org/resource/KT&G	low	http://dbpedia.org/resource/Korea_Tobacco_&_Ginseng_Corporation	http://yago-knowledge.org/resource/KT&G	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3POJSWCX2UN5RGCY3DN5PSMX2HNFXHGZLOM5PUG33SOBXXEYLUNFXW4===
	1213	Banco BPI	Regional Banks	Portugal	2.0	2.2	0.3	58.8	1444	http://dbpedia.org/resource/Banco_BPI	low	http://dbpedia.org/resource/Banco_Português_de_Investimento		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZRW6X2QN5ZHI5LHOXB2U427MRSV6SLOOZSXG5DJNVSW45DP
